,AssetName,AssetCode,InvestmentStrategy,AcquisitionType,AcquisitionDate,SaleDate,IsTaxCredit,ActualStabilizationDate,AreaType,AssetClass,AssetStyle,StabilizationStatus,OccupancyStabilizationDate,CortosMSAID,CortosSubMarketID,CoStarSubMarketID,CBSAID,oslPropertyID,oslSubPropertyID,AverageBuildYear,YearBuiltEnd,YearRenovated,CurrentUnitCount,RentableSquareFoot,ConstructionBeginDate,ConstructionEndDate,Acreage,AcquisitionPrice,TotalHardCosts,TotalSoftAndClosingCosts,TotalProjectCosts,IsSeniorHousing,IsUnitReno,IsRecapitalization,ZipCode,Latitude,Longitude,WebAddress,EmailAddress,osaEntityID,Phone,Address1,PlannedUnitCount,LegalName,TaxID,Portfolio,City,StateCode,ParentAssetName
130,Cortland Wren Northlake - Phase 1,wrenn28216,Core-Plus,Acquisition,2017-09-29 00:00:00.0000000,,False,2023-08-13 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2023-08-13 00:00:00.0000000,16740.0,4.0,7777.0,16740.0,5213393.0,662.0,2016.0,2016.0,,310.0,321546.0,,2018-01-31 00:00:00.0000000,,57250000.0,1290229.0,2721283.0,61261512.0,False,True,False,28216-0255,35.35659,-80.855152,cortland.com/wren-northlake,wrennorthlake@cortland.com,northlake,(704) 318-2343,8524 Mason Andrew Way,,"Mason Andrew NC Development Partners, LLC",82-2954048,Portfolio 20,Charlotte,NC,Cortland Wren Northlake
131,Cortland Lake Howell,harlhbre232707,Core-Plus,Acquisition,2021-07-01 00:00:00.0000000,,False,2024-04-16 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2024-04-16 00:00:00.0000000,36740.0,9.0,7493.0,36740.0,3253697.0,1617.0,1991.0,1991.0,,408.0,434608.0,,,,101000000.0,10088037.0,1817103.0,112905140.0,False,False,True,32707-6452,28.634541,-81.318013,cortland.com/lake-howell,LakeHowell@cortland.com,harborbre,(407) 863-3202,1280 Vinings Ln,,,87-2611316,Acorn 2,Casselberry,FL,Cortland Lake Howell
132,Fairmont at Fossil Creek,fairfccbre76137,Core-Plus,Acquisition,2019-04-01 00:00:00.0000000,,False,2020-07-23 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2020-07-23 00:00:00.0000000,23104.0,8.0,7531.0,19100.0,4155550.0,1166.0,2004.0,2004.0,,240.0,229200.0,,,13.45,41065637.0,355941.979617248,351787.81469269,41773366.7943099,False,True,True,76137-7079,32.849185,-97.305502,cortland.com/fossil-creek,fossilcreek@cortland.com,fairmontcbre,(817) 854-4137,6101 N Riverside Dr,,,,YieldCo IV,Fort Worth,TX,Cortland Fossil Creek
133,Cortland Vera Sanford,vers32771,Core-Plus,Acquisition,2018-10-23 00:00:00.0000000,,False,2019-06-12 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2019-06-12 00:00:00.0000000,36740.0,8.0,7497.0,36740.0,4412164.0,1059.0,2018.0,2018.0,,332.0,343010.0,2018-11-30 00:00:00.0000000,2019-05-31 00:00:00.0000000,,67498120.0,951921.0,2813083.0,71263124.0,False,True,False,32771-7568,28.82091,-81.335472,cortland.com/vera-sanford,VeraSanford@cortland.com,sanford,(407) 707-9948,4856 Veracity Pt,,,,Portfolio 20,Sanford,FL,Cortland Vera Sanford
134,Cortland at Phipps Plaza,dompp30326,Core-Plus,Acquisition,2019-01-31 00:00:00.0000000,,False,2020-09-04 00:00:00.0000000,Infill,A,Garden-Style,Stabilized,2020-09-04 00:00:00.0000000,12060.0,7.0,6709.0,12060.0,4450019.0,1146.0,2017.0,2017.0,,319.0,269379.0,,,4.56,75542650.0,3057493.0,1068068.0,79668211.0,False,True,False,30326-3401,33.855036,-84.36124,www.cortlandphippsplaza.com,phippsplaza@cortland.com,phipps,(404) 476-6495,707 Park Ave NE,,,,YieldCo IV,Atlanta,GA,Cortland at Phipps Plaza
135,Cortland 3131,3131oef30033,Core-Plus,Acquisition,2018-12-14 00:00:00.0000000,,False,2014-08-12 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2014-08-12 00:00:00.0000000,12060.0,13.0,6715.0,12060.0,2946883.0,1096.0,1992.0,1992.0,2014.0,268.0,216970.0,,,8.66,47500000.0,2128741.7391304295,507933.389079627,50136675.1282101,False,True,True,30033-2654,33.812458,-84.304932,www.cortland.com/3131,3131@cortland.com,3131oef,(404) 476-5875,3131 N Druid Hills Rd,,,,CGI,Decatur,GA,Cortland 3131
136,The Terraces at Lake Mary,cortlm32746,Core-plus,Acquisition,2022-05-19 00:00:00.0000000,,False,2022-06-18 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2022-06-18 00:00:00.0000000,36740.0,8.0,7497.0,36740.0,4971397.0,1816.0,1997.0,1997.0,,284.0,265484.0,,,,,,,,False,False,False,32746-2014,28.752754,-81.35266,cortland.com/lake-mary,terraceslakemary@cortland.com,lakemary,(407) 537-5532,1000 Regal Pointe Ter,284.0,RRE Terraces at Lake Mary Holdings LLC,81-3506451,3rd Party Management,Lake Mary,FL,The Terraces at Lake Mary
137,Cortland Lakecrest,corl33612,Value-add,Acquisition,2024-12-17 00:00:00.0000000,,False,2025-01-16 00:00:00.0000000,Suburban,A,Garden-style,Stabilized,2025-01-16 00:00:00.0000000,45300.0,6.0,7915.0,45300.0,5439648.0,2202.0,2008.0,2008.0,,464.0,517544.0,,,,114250000.0,,,,False,False,False,33612-6420,28.045804,-82.417561,,lakecrest@cortland.com,lodge,(813) 755-8758,10420 Mckinley Dr,464.0,"McKinley Drive FL Partners, LLC",33-2168995,Stand-alone,Tampa,FL,Cortland Lakecrest
138,Portofino Place 2,porpgs233409,Value-Add,Acquisition,2021-12-29 00:00:00.0000000,,False,2021-01-16 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2021-01-16 00:00:00.0000000,48424.0,4.0,7624.0,33100.0,4058263.0,1705.0,2006.0,2006.0,,396.0,451115.0,2017-01-31 00:00:00.0000000,2019-01-31 00:00:00.0000000,,108923378.426671,1189308.0,1101737.0,111214422.3,False,False,True,33409-7888,26.74325,-80.10924,cortland.com/portofino-place,portofinoplace@cortland.com,portofino2gs,(561) 944-7961,4400 Portofino Way,,"WPB Multifamily Owner I, LLC",47-2874463,Stand-alone,West Palm Beach,FL,Cortland Portofino Place
139,Cortland at the Hammocks - Phase 2,Lagpa33196,Value-Add,Acquisition,2021-09-30 00:00:00.0000000,,False,2021-10-30 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2021-10-30 00:00:00.0000000,33124.0,7.0,7610.0,33100.0,4870693.0,1620.0,1987.0,1987.0,,424.0,302800.0,2021-10-31 00:00:00.0000000,2024-03-31 00:00:00.0000000,,98900000.0,13534133.0531228,3013269.4277729094,115447402.480896,False,True,False,33196-3201,25.669242,-80.442093,cortland.com/hammocks,Hammocks@cortland.com,lagoparadiso,(786) 481-3897,15280 SW 104th St,,One Hundred Fourth FL Partners LLC,85-2361889,Stand-alone,Miami,FL,Cortland at the Hammocks
140,Cortland La Villita,purlv75039,Value-Add,Acquisition,2019-09-27 00:00:00.0000000,,False,2022-08-14 00:00:00.0000000,Suburban,B,Mid-Rise,Stabilized,2022-08-14 00:00:00.0000000,19124.0,17.0,7527.0,19100.0,4559209.0,1238.0,2007.0,2007.0,,306.0,280674.0,,,11.93,47783441.9550414,7914219.047357999,578413.742608987,56276074.7450084,False,True,False,75039-3140,32.896992,-96.936471,www.cortland.com/la-villita,LaVillita@cortland.com,lavillita,(972) 818-5326,6419 Tranquilo,,PURE LA VILLITA APTS LLC,82-1781688,Portfolio 22,Irving,TX,Cortland La Villita
141,Cortland Vesta,ves35205,Opportunistic,Development,2017-06-22 00:00:00.0000000,,False,2022-03-27 00:00:00.0000000,Infill,A,High-rise,Stabilized,2022-03-27 00:00:00.0000000,13820.0,1.0,8744.0,13820.0,4506474.0,1217.0,2017.5,2018.0,,318.0,267172.0,,2019-11-30 00:00:00.0000000,,3194761.75,64350250.994,16631552.4837839,84176565.2277839,False,True,False,35205-4006,33.500181,-86.790953,www.cortlandvesta.com/,vesta@cortland.com,vesta,(205) 287-8050,2173 Highland Ave S,,"Highland AL Partners, LLC",,Sunbelt,Birmingham,AL,Cortland Vesta
142,Cortland Gateway Park,lakgpbre280239,Core-Plus,Acquisition,2021-07-01 00:00:00.0000000,,False,2019-12-22 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2019-12-22 00:00:00.0000000,19740.0,10.0,7810.0,19740.0,4232618.0,1541.0,2001.0,2001.0,,440.0,426464.0,,,,151500000.0,1272852.0,912788.9858474821,153685640.985847,False,False,True,80239-5752,39.777071,-104.804954,www.cortlandgatewaypark.com,GatewayPark@cortland.com,lakecrestbre,(720) 619-3161,4699 Kittredge St N,,,86-3509372,Acorn 2,Denver,CO,Cortland Gateway Park
143,Cortland Avion Shadow Creek,avscr77584,Core-Plus,Acquisition,2018-02-28 00:00:00.0000000,,False,2018-03-30 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2018-03-30 00:00:00.0000000,26420.0,32.0,6856.0,26420.0,4266911.0,711.0,2016.0,2016.0,,276.0,320443.0,2018-03-31 00:00:00.0000000,2018-04-30 00:00:00.0000000,,52147225.0,411255.0,1835710.0,54394190.0,False,False,False,77584-4116,29.574973,-95.416952,cortland.com/avion-shadow-creek,avionshadowcreek@cortland.com,shadowcreek,(713) 561-5930,2101 Kingsley Dr,,DD SCR V LLC,46-2609733,Portfolio 20,Pearland,TX,Cortland Avion Shadow Creek
144,Cortland at Raven,corar85042,Value-Add,Acquisition,2020-10-28 00:00:00.0000000,,False,2024-01-05 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2024-01-05 00:00:00.0000000,38060.0,4.0,7862.0,38060.0,4704990.0,1430.0,2001.0,2001.0,,192.0,204062.0,2020-11-30 00:00:00.0000000,2023-04-30 00:00:00.0000000,,49192000.0,6654631.0,1984014.0,57830644.0,False,True,False,85042-7202,33.379465,-112.002393,cortland.com/raven,raven@cortland.com,raven,(602) 671-2376,3606 E Baseline Rd,,Baseline AZ Partners LLC,85-2361889,Stand-alone,Phoenix,AZ,Cortland at Raven
145,Cortland University North,huncoef28262,Core-Plus,Acquisition,2018-12-14 00:00:00.0000000,,False,2017-04-16 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2017-04-16 00:00:00.0000000,16740.0,5.0,7783.0,16740.0,3519469.0,1101.0,1990.0,1990.0,2016.0,300.0,273012.0,,,22.37,40300000.0,1453684.21052632,490873.533949155,42244557.7444755,False,True,True,28262-2444,35.32685,-80.729994,cortland.com/apartments/cortland-university-north,universitynorth@cortland.com,huntcluboef,(704) 318-2291,100 Heritage Pointe Rd,,,,CGI,Charlotte,NC,Cortland University North
146,Gallery,galcbre33615,Core-Plus,Acquisition,2019-04-01 00:00:00.0000000,,False,2018-01-29 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2018-01-29 00:00:00.0000000,45300.0,3.0,7910.0,45300.0,4531917.0,1169.0,1989.0,1991.0,,320.0,319940.0,,,19.1,48636000.0,1306666.66666667,530092.377406212,50472759.044072896,False,True,True,33615-5804,28.002211,-82.602257,https://cortland.com/apartments/cortland-bayport/,bayport@cortland.com,gallerycbre,(813) 437-5462,10510 Parkers Landing Dr,,,,YieldCo IV,Tampa,FL,Cortland Bayport
147,Cortland Viridian,virbre30033,Core-Plus,Acquisition,2020-02-28 00:00:00.0000000,,False,2017-08-13 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2017-08-13 00:00:00.0000000,12060.0,13.0,6715.0,12060.0,3734381.0,1369.0,1985.0,1985.0,,476.0,441420.0,,,31.06,104143839.0,,,,False,True,True,30033-3713,33.810529,-84.293947,cortland.com/viridian,viridian@cortland.com,druidhillsbre,(404) 795-4295,3421 N Druid Hills Rd,,,84-4601448,Acorn 1,Decatur,GA,Cortland Viridian
148,Cortland at Castle Hills,corch75056,Core-plus,Acquisition,2024-06-11 00:00:00.0000000,,False,,,A,Mid-rise,Non-Stabilized,,19124.0,25.0,7528.0,19100.0,5354127.0,2144.0,2023.0,2023.0,,300.0,260732.0,,,,73250000.0,1199139.0,1693481.0,76142619.0,False,False,False,75056-7065,33.049103,-96.929771,https://cortland.com/apartments/cortland-at-castle,castlehillsdistro@cortland.com,castlehills,(469) 751-4960,2040 E State Highway 121,300.0,"E SH 121 Business TX Partners, LP",99-3102906,Stand-alone,Lewisville,TX,Cortland at Castle Hills
149,Auburn Glen,aubg30312,Opportunistic,Development,2003-01-01 00:00:00.0000000,,True,,Suburban,B,Garden-Style,Non-Stabilized,,12060.0,1.0,6717.0,12060.0,2690752.0,9.0,2004.0,2004.0,,271.0,242034.0,,2015-01-01 00:00:00.0000000,3.48,5000000.0,0.0,194358.3579,5194358.3579,False,True,False,30312-1858,33.753674,-84.372197,www.auburnglenn.com,auburnglenn@cortland.com,aubgln,(404) 584-1300,49 Boulevard SE,,"Auburn Glenn, LP",30-0001713,Stand-alone,Atlanta,GA,Auburn Glen
150,Cortland Broomfield,atra80021,Core-Plus,Acquisition,2017-12-19 00:00:00.0000000,,False,2018-04-26 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2018-04-26 00:00:00.0000000,19740.0,8.0,7788.0,19740.0,4266910.0,704.0,2016.0,2016.0,,240.0,254412.0,2017-12-31 00:00:00.0000000,2017-01-31 00:00:00.0000000,,61368938.0,411255.0,1838466.0,63618659.0,False,True,False,80021-4281,39.906797,-105.09366,cortland.com/broomfield,broomfield@cortland.com,arista,(720) 613-9812,11585 Destination Dr,,DD Arista Partners LLC,80-0892087,Portfolio 20,Broomfield,CO,Cortland Broomfield
151,Cortland Arrowhead Summit,arrsbre285308,Core-Plus,Acquisition,2021-07-01 00:00:00.0000000,,False,2019-12-23 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2019-12-23 00:00:00.0000000,38060.0,22.0,7843.0,38060.0,4229982.0,1549.0,1999.0,1999.0,,412.0,372760.0,,,,123600000.0,1864402.06429232,927136.7571417249,126391538.821434,False,False,True,85308-8343,33.648775,-112.23134,http://www.cortland.com/arrowh,arrowheadsummit@cortland.com,arrowheadbre,(623) 526-1123,18330 N 79th Ave,,,86-3509372,Acorn 2,Glendale,AZ,Cortland Arrowhead Summit
152,Cortland Biltmore,Corb85016,Core-Plus,Acquisition,2020-10-08 00:00:00.0000000,,False,2021-05-07 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2021-05-07 00:00:00.0000000,38060.0,2.0,7840.0,38060.0,4698067.0,1426.0,2020.0,2020.0,,253.0,236589.0,2020-11-30 00:00:00.0000000,2022-04-30 00:00:00.0000000,,117000000.0,1646405.28480127,2061502.0234582,120707907.308259,False,False,False,85016-4470,33.509714,-112.022568,cortland.com/biltmore,biltmoreapts@cortland.com,theangela,(602) 875-0349,2727 E Camelback Rd,,Camelback AZ Partners LLC,83-2495528,CGI,Phoenix,AZ,Cortland Biltmore
153,Cortland Arlington,arlingapt22209,Value-add,Acquisition,2022-06-28 00:00:00.0000000,,False,,Urban,B,High-rise,Non-Stabilized,,47900.0,7.0,6692.0,47900.0,4988091.0,1855.0,1986.0,1986.0,,184.0,142333.0,,,,100400000.0,23021599.0,4695440.0,128117039.0,False,True,False,22209-2794,38.894004,-77.076135,cortland.com/arlington,arlington@cortland.com,arlington,(571) 536-7059,1550 Clarendon Blvd,184.0,Clarendon VA Partners LLC,83-2495528,CGI,Arlington,VA,Cortland Arlington
154,Mint Urban Infinity - Phase 2,mintui280246,Value-add,Acquisition,2022-06-28 00:00:00.0000000,,False,2024-03-28 00:00:00.0000000,Urban,B,High-rise,Stabilized,2024-03-28 00:00:00.0000000,19740.0,11.0,7796.0,19740.0,4988129.0,1864.0,1962.0,1962.0,,344.0,237458.0,,,,96270944.74,19362621.0,2633139.0,118266705.0,False,True,False,80246-7706,39.694718,-104.93842,minturbaninfinity.com,info@minturbaninfinity.com,mint2,(720) 386-7650,1251 S Bellaire St,561.0,"Bellaire CO Partners I, LLC and Bellaire CO Partners II, LLC",61-1870995,CGI,Denver,CO,Mint Urban Infinity
155,Cortland One Twenty One,brisoef75056,Core-Plus,Acquisition,2018-12-14 00:00:00.0000000,,False,2017-10-03 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2017-10-03 00:00:00.0000000,19124.0,25.0,7516.0,19100.0,3096179.0,1104.0,1998.0,1998.0,2015.0,328.0,305838.0,,,18.19,50700000.0,1303400.0,529206.721524492,52532606.7215245,False,True,True,75056-2811,33.070928,-96.888319,cortland.com/one-twenty-one,onetwentyone@cortland.com,bristoloef,(972) 435-6029,4777 Memorial Dr,,,,CGI,The Colony,TX,Cortland One Twenty One
156,Cortland Lex,lexbre30004,Core-Plus,Acquisition,2020-10-08 00:00:00.0000000,,False,2014-08-06 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2014-08-06 00:00:00.0000000,12060.0,30.0,6729.0,12060.0,2946889.0,1428.0,1995.0,1995.0,,360.0,387014.0,,,36.0,87000000.0,,,87000000.0,False,False,True,30004-5324,34.07849,-84.311755,cortland.com/lex,lexdistro@cortland.com,lexmiltonbre,(770) 343-4550,1000 Lexington Farms Dr,,,82-1763439,3rd Party Management,Alpharetta,GA,Cortland Lex
157,Cortland Westshore,bowbnbre233616,Opportunistic,Development,2021-07-01 00:00:00.0000000,,False,2023-06-24 00:00:00.0000000,Infill,A,Mid-Rise,Stabilized,2023-06-24 00:00:00.0000000,45300.0,2.0,7922.0,45300.0,4592949.0,1547.0,2018.5,2019.0,,587.0,563016.0,,,,200057908.946206,833500.0,1745285.92214477,202636694.868351,False,False,True,33616-1360,27.877072,-82.527956,Cortland.com/Westshore,westshore@cortland.com,westshore2bre,(813) 592-7388,6207 S West Shore Blvd,,,86-3509372,Acorn 2,Tampa,FL,Cortland Westshore
158,Cortland Seventy Seven,poinoef28217,Core-Plus,Acquisition,2018-12-14 00:00:00.0000000,,False,2016-11-26 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2016-11-26 00:00:00.0000000,16740.0,3.0,7762.0,16740.0,3519484.0,1105.0,1996.0,1996.0,2016.0,340.0,300582.0,,,24.47,51100000.0,1998526.31578947,528298.154125596,53626824.4699151,False,True,True,28217-6420,35.16173,-80.900575,cortland.com/seventy-seven,seventyseven@cortland.com,pointeoef,(704) 285-2983,6530 Free Throw Ln,,,,CGI,Charlotte,NC,Cortland Seventy Seven
159,Cortland Biltmore Place - Phase 2,tow2885016,Core-Plus,Acquisition,2021-05-14 00:00:00.0000000,,False,2024-08-02 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2024-08-02 00:00:00.0000000,38060.0,2.0,7840.0,38060.0,4559211.0,1520.0,2020.5,2021.0,,13.0,23088.0,2021-06-30 00:00:00.0000000,2023-05-31 00:00:00.0000000,,6890000.0,257293.0,206243.0,7353536.79458733,False,False,False,85016-5707,33.498248,-112.022137,cortland.com/biltmore-place,biltmoreplace@cortland.com,towns28,(602) 353-7909,4114 N 28th St,,North 28th St. AZ Partners Phase II LLC,86-2160510,Portfolio 22,Phoenix,AZ,Cortland Biltmore Place
160,Cortland Mountain Vista,dismvbre285209,Core-Plus,Acquisition,2021-09-30 00:00:00.0000000,,False,2020-11-07 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2020-11-07 00:00:00.0000000,38060.0,16.0,7844.0,38060.0,4382816.0,1611.0,2009.0,2009.0,,384.0,370380.0,,,,119500000.0,1031793.84065162,892471.9558284068,121424265.79648,False,False,True,85209-3817,33.391782,-111.604738,cortland.com/mountain-vista,mountainvista@cortland.com,mountainvistabre,(480) 470-5040,1304 S 105th Pl,,,86-3509372,Acorn 2,Mesa,AZ,Cortland Mountain Vista
161,Cortland Delray Station,cords33444,Core-Plus,Acquisition,2020-07-23 00:00:00.0000000,,False,2020-11-15 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2020-11-15 00:00:00.0000000,48424.0,2.0,7603.0,33100.0,4675584.0,1393.0,2017.5,2018.0,,284.0,313439.0,2020-07-31 00:00:00.0000000,2021-07-31 00:00:00.0000000,12.22,73900000.0,895000.0,1239152.0,76034152.0,False,False,False,33444-1679,26.468086,-80.090139,cortland.com/delray-station,delraystation@cortland.com,delray,(561) 464-5344,1720 Depot Ave,,Boca Raton/W Palm Beach,85-1822296,CGI,Delray Beach,FL,Cortland Delray Station
162,Abbie Lakes,abbl43110,Value-Add,Acquisition,2014-09-30 00:00:00.0000000,,False,2014-10-30 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2014-10-30 00:00:00.0000000,18140.0,10.0,8022.0,18140.0,3388190.0,230.0,2003.0,2003.0,,224.0,208656.0,2014-11-30 00:00:00.0000000,2016-05-31 00:00:00.0000000,25.3,12600000.0,1774592.0,748688.5705,15123280.5705,False,True,False,43110-8055,39.903951,-82.816416,http://www.abbielakesapts.com,abbielakes@cortland.com,abbielakes,(614) 697-2639,3833 Abbie Lakes Dr,,"Abbie Lakes OH Partners, LLC",47-0985770,Parkwood-Ohio,Canal Winchester,OH,Abbie Lakes
163,Cortland World Gateway,adwg32821,Core-Plus,Acquisition,2018-10-23 00:00:00.0000000,,False,2019-11-14 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2019-11-14 00:00:00.0000000,36740.0,12.0,7498.0,36740.0,4412161.0,1062.0,2018.0,2018.0,,411.0,408845.0,2018-11-30 00:00:00.0000000,2019-05-31 00:00:00.0000000,,88915793.0,1260767.0,3090481.0,93267041.0,False,True,False,32821-5301,28.352297,-81.508596,www.cortland.com/world-gateway.com,worldgateway@cortland.com,adara,(407) 904-4264,15050 Ember Springs Cir,,,,Portfolio 20,Orlando,FL,Cortland World Gateway
164,Cortland Midtown Miami,cormidmia33137,Core-plus,Acquisition,2022-11-22 00:00:00.0000000,,False,2022-12-22 00:00:00.0000000,Suburban,A,High-rise,Stabilized,2022-12-22 00:00:00.0000000,33124.0,1.0,7600.0,33100.0,5075112.0,1899.0,2019.0,2019.0,,387.0,345312.0,,,,196000000.0,6796117.0,3023543.0,205819660.0,False,False,False,33137-5315,25.805438,-80.193274,cortland.com/midtown-miami,MidtownMiami@cortland.com,midtownmiami,(754) 900-2428,2901 NE 1st Ave,,2901 NE 1st Avenue Owner LLC,81-617083,CGI,Miami,FL,Cortland Midtown Miami
165,Ascot Road,ascrWD188AL,Opportunistic,Development,2017-11-30 00:00:00.0000000,,False,,,,,Non-Stabilized,,,,,,,,,,,,,,2021-10-01 00:00:00.0000000,,28056250.0,122911403.00625,27761045.133,178728698.13925,False,False,False,,51.650034,-0.423892,,,,,,489.0,,,Cortland UK,,UK,Ascot Road
166,Cortland Bayside,corbawarba33764,Core-Plus,Acquisition,2021-02-16 00:00:00.0000000,,False,2021-01-01 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2021-01-01 00:00:00.0000000,45300.0,13.0,7909.0,45300.0,4698068.0,1472.0,2019.0,2019.0,,360.0,399856.0,2020-11-30 00:00:00.0000000,2021-10-31 00:00:00.0000000,,104135000.0,794750.0,2087628.2925,107017378.2925,False,False,False,33764-3102,27.948645,-82.726132,cortland.com/bayside,Bayside@cortland.com,baysidewarba,(727) 261-1017,19355 Us Highway 19 N,,US HWY 19N FL Partners LLC,85-2361889,Stand-alone,Clearwater,FL,Cortland Bayside
167,Cortland Addison Circle,15777qoef75001,Core-Plus,Acquisition,2018-12-14 00:00:00.0000000,,False,2024-06-16 00:00:00.0000000,Infill,A,Mid-Rise,Stabilized,2024-06-16 00:00:00.0000000,19124.0,19.0,7515.0,19100.0,3172765.0,1097.0,2009.0,2009.0,2015.0,414.0,357035.0,,,5.92,70500000.0,1462500.0,614690.182175194,72577190.1821752,False,True,True,75001-3474,32.964024,-96.826101,cortland.com/addison-circle,addisoncircle@cortland.com,quorumoef,(972) 853-4162,15777 Quorum Dr,,,,CGI,Addison,TX,Cortland Addison Circle
168,Attiva Peachtree,attm30092,Opportunistic,Development,2017-08-15 00:00:00.0000000,,False,2022-04-24 00:00:00.0000000,,,Mid-Rise,Stabilized,2022-04-24 00:00:00.0000000,12060.0,10.0,6727.0,12060.0,4458877.0,1163.0,,,,205.0,202010.0,,2019-09-30 00:00:00.0000000,,6025000.0,41835000.0,8619788.0,56479788.0,True,True,False,30341-2626,33.891953,-84.308133,cortland.com/apartments/attiva-peachtree,attivapeachtree@cortland.com,peachtree,(470) 785-8134,5255 Peachtree Blvd,205.0,"Peachtree Industrial GA Partners, LLC",81-5467109,Stand-alone,Chamblee,GA,Attiva Peachtree
169,Cortland West Houston,legpt77084,Value-Add,Acquisition,2021-08-24 00:00:00.0000000,,False,2024-04-03 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2024-04-03 00:00:00.0000000,26420.0,20.0,6837.0,26420.0,4840668.0,1580.0,1999.0,1999.0,,236.0,213400.0,,,,32654212.0,8583311.849999998,684133.564886667,41921657.4148867,False,True,False,77084-4177,29.790254,-95.647431,cortland.com/west-houston,WestHouston@cortland.com,westhouston,(346) 567-7367,15000 Park Row,,"TX Apt 15000 Park Row, L.P. (DE) ",85-2361889 ,Stand-alone,Houston,TX,Cortland West Houston
170,Cortland at West Village - Phase 1,corwvill175204,Value-add,Acquisition,2022-06-28 00:00:00.0000000,,False,2024-05-13 00:00:00.0000000,Urban,A,Mid-rise,Stabilized,2024-05-13 00:00:00.0000000,19124.0,1.0,7536.0,19100.0,4988098.0,1849.0,2003.0,2003.0,,232.0,214146.0,,,,89300000.0,15309381.0,2532942.0,107142323.0,False,True,False,75204-0300,32.806961,-96.795704,cortland.com/west-village,westvillage@cortland.com,westvillage,(972) 807-7172,2901 Cityplace West Blvd,232.0,Cityplace TX Partners LLC,83-2495528,CGI,Dallas,TX,Cortland at West Village
171,Cortland Scottsdale Mountain,corscottm85259,Value-add,Acquisition,2022-06-15 00:00:00.0000000,,False,2024-11-15 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2024-11-15 00:00:00.0000000,38060.0,10.0,7854.0,38060.0,4986176.0,1835.0,1986.0,1986.0,,203.0,151170.0,,,,74750000.0,10122075.0,2054126.0,86926201.0,False,True,False,85259-4003,33.588142,-111.833341,cortland.com/scottsdale-mounta,scottsdalemountain@cortland.com,scottsdale,(520) 376-1542,11100 N 115th St,202.0,"North 115th AZ Partners, LLC",85-2361889,Stand-alone,Scottsdale,AZ,Cortland Scottsdale Mountain
172,Huntington Glen,hungl76021,Value-Add,Acquisition,2021-08-24 00:00:00.0000000,,False,2023-08-30 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2023-08-30 00:00:00.0000000,23104.0,10.0,7523.0,19100.0,4840726.0,1582.0,1984.0,1984.0,,224.0,159768.0,,,,31376292.0,10129046.1787018,1150790.13075579,42656128.3094576,False,True,False,76021-3798,32.851134,-97.118762,https://cortland.com/huntington-glen,huntingtonglen@cortland.com,huntington,(817) 402-1508,2900 Harwood Rd,,"HB Property Owner 3, L.P. (DE) ",85-2361889 ,Stand-alone,Bedford,TX,Huntington Glen
173,Cortland Westminster,esttaara80234,Core-plus,Acquisition,2022-03-31 00:00:00.0000000,,False,2024-04-30 00:00:00.0000000,Suburban,C,Garden-Style,Stabilized,2024-04-30 00:00:00.0000000,19740.0,7.0,7802.0,19740.0,4840694.0,1768.0,2003.0,2003.0,,504.0,479380.0,,,,175662876.0,21784173.5752838,4918520.6923333295,202365570.26761696,False,True,True,80234-1801,39.920058,-104.994217,cortland.com/westminster,westminster@cortland.com,westminsterara,(720) 730-2491,581 W 123rd Ave,,,,Stand-alone,Westminster,CO,Cortland Westminster
